profile_id,condition,gender,age_band,race,education,income,party,trust_multidimensional,trust_competence_1,trust_competence_2,trust_competence_3,trust_integrity_1,trust_integrity_2,trust_integrity_3,trust_benevolence_1,trust_benevolence_2,trust_benevolence_3,trust_openness_1,trust_openness_2,trust_openness_3,trust_post,distrust_post,funding_perceptions,policy_role_mean,inst_trust_mean,belief_post,concern_mean,policy_general,policy_specific_mean,behavior_mean,donation_ams,newsletter_signup
c06p1371,Social justice,Male,45-59,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,80.33333333333333,75,88,90,88,88,85,92,88,85,75,75,35,85,15,75,88.25,74.4,92,84.0,92,71.42857142857143,48.333333333333336,10,0
c06p1373,Social justice,Female,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,66.25,68,75,78,68,75,65,78,68,65,55,65,35,68,45,65,75.75,50.2,85,76.0,75,74.28571428571429,41.666666666666664,2,0
c06p1375,Social justice,Female,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,59.166666666666664,45,75,75,62,68,65,75,65,55,45,45,35,65,35,75,69.25,57.6,85,61.666666666666664,75,60.714285714285715,31.666666666666668,10,0
c06p1376,Social justice,Female,30-44,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Democrat,61.583333333333336,45,68,75,65,68,65,75,68,62,45,68,35,65,25,75,70.0,55.6,75,66.0,75,57.57142857142857,33.333333333333336,1,0
c06p1379,Social justice,Female,45-59,Black / African American,Master's degree / Professional degree,"$56,000 to $99,999",Democrat,66.16666666666666,65,68,68,65,68,68,78,68,68,65,68,45,65,35,65,76.5,47.6,85,77.0,78,73.0,38.333333333333336,6,0
c06p1381,Social justice,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,67.41666666666666,65,75,72,68,72,68,78,68,68,65,65,45,65,25,75,75.75,47.6,78,72.66666666666667,85,69.57142857142857,40.0,1,0
c06p1393,Social justice,Female,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,72.08333333333334,68,78,78,75,78,78,75,75,75,65,75,45,75,25,65,77.5,51.6,85,76.0,85,75.0,43.333333333333336,10,0
c06p1396,Social justice,Female,45-59,Other,Bachelor's degree,"$56,000 to $99,999",Democrat,79.91666666666667,75,88,88,85,85,85,88,85,85,75,75,45,78,15,65,85.75,69.6,92,87.33333333333333,92,78.85714285714286,48.333333333333336,10,0
c06p1398,Social justice,Male,45-59,Other,Master's degree / Professional degree,"$100,000 to $167,999",Republican,69.25,65,75,78,68,78,68,78,75,68,68,65,45,68,35,55,78.5,50.2,85,80.33333333333333,85,74.57142857142857,45.0,1,0
c06p1404,Social justice,Female,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,77.16666666666667,75,85,85,75,85,78,85,85,78,75,75,45,75,15,75,84.25,68.4,92,84.0,92,78.14285714285714,40.0,10,0
c06p1406,Social justice,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,69.5,68,68,78,68,78,68,78,78,72,65,68,45,68,25,65,75.75,60.2,85,72.66666666666667,78,71.57142857142857,38.333333333333336,10,0
c06p1407,Social justice,Female,30-44,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,62.916666666666664,55,68,68,65,68,62,75,68,68,45,68,45,55,35,65,63.25,47.6,75,67.0,78,68.71428571428571,40.0,2,0
c06p1409,Social justice,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,69.58333333333334,68,78,78,72,78,68,78,75,72,65,68,35,68,35,65,77.25,50.2,85,80.33333333333333,78,73.0,42.166666666666664,10,0
c06p1412,Social justice,Male,60+,Black / African American,High school diploma / GED,"$30,000 to $55,999",Independent,73.41666666666667,68,78,78,78,78,78,85,75,78,65,75,45,75,25,65,80.0,61.0,88,76.0,85,75.0,41.666666666666664,10,0
c06p1414,Social justice,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,81.25000000000001,78,88,88,85,85,82,88,85,78,75,78,65,78,25,55,85.75,69.6,92,87.33333333333333,88,79.85714285714286,52.166666666666664,6,0
c06p1424,Social justice,Male,45-59,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,70.66666666666667,68,78,78,75,78,68,85,75,75,65,68,35,75,25,65,80.75,51.6,85,81.66666666666667,85,75.57142857142857,40.0,10,0
c06p1425,Social justice,Male,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,57.99999999999999,45,68,68,62,68,55,75,68,62,45,45,35,55,45,65,74.25,41.6,85,77.0,85,75.42857142857143,41.666666666666664,1,0
c06p1429,Social justice,Female,45-59,Black / African American,Some college or Associate's degree,"$56,000 to $99,999",Republican,67.16666666666667,65,75,75,65,75,65,78,75,68,65,65,35,68,35,65,77.5,47.0,85,76.0,85,76.42857142857143,45.0,10,0
c06p1434,Social justice,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,71.75,65,78,78,75,78,75,78,78,75,68,68,45,75,25,55,81.25,51.6,88,80.33333333333333,85,76.42857142857143,48.333333333333336,1,0
c06p1441,Social justice,Male,45-59,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat,61.333333333333336,55,65,68,65,68,62,75,65,68,45,65,35,55,35,65,75.0,45.6,78,73.66666666666667,78,72.0,36.666666666666664,10,0
c06p1445,Social justice,Male,60+,Black / African American,High school diploma / GED,"$30,000 to $55,999",Democrat,64.83333333333333,65,68,68,65,68,65,75,68,68,65,68,35,65,35,65,75.75,43.6,85,75.0,78,70.14285714285714,36.666666666666664,10,0
c06p1450,Social justice,Male,30-44,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,74.5,75,78,78,78,78,78,78,78,75,68,68,62,75,25,55,79.5,63.6,85,76.0,85,75.42857142857143,43.333333333333336,1,0
c06p1454,Social justice,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Independent,71.75,68,78,78,75,78,68,85,75,78,65,68,45,72,25,65,80.75,51.0,88,80.33333333333333,85,75.57142857142857,42.166666666666664,10,0
c06p1456,Social justice,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,57.50000000000001,45,65,65,65,65,65,75,65,65,35,45,35,45,45,65,70.0,30.0,75,65.0,75,65.71428571428571,27.5,10,0
c06p1457,Social justice,Female,30-44,Black / African American,Some college or Associate's degree,"Less than $30,000",Democrat,59.41666666666667,45,65,68,62,68,62,68,68,65,45,62,35,45,45,65,71.0,43.0,78,68.33333333333333,75,72.71428571428571,36.666666666666664,1,0
c06p1458,Social justice,Male,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,79.08333333333334,75,88,88,82,82,78,88,88,85,75,75,45,85,15,55,88.25,71.8,92,87.33333333333333,85,78.57142857142857,53.333333333333336,10,0
c06p1469,Social justice,Male,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Republican,69.83333333333334,68,78,78,68,78,68,75,75,68,65,72,45,68,35,65,76.5,60.2,82,72.66666666666667,78,69.57142857142857,45.5,10,0
c06p1470,Social justice,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,61.58333333333333,45,75,75,68,68,65,75,68,65,45,65,25,65,45,65,75.0,48.2,85,75.0,85,67.57142857142857,40.0,10,0
c06p1481,Social justice,Male,60+,Other,Bachelor's degree,"$56,000 to $99,999",Democrat,73.75,68,85,78,78,78,75,85,78,75,65,75,45,75,25,75,81.75,63.6,92,80.0,85,77.14285714285714,41.666666666666664,10,0
c06p1488,Social justice,Female,45-59,Other,Bachelor's degree,"$56,000 to $99,999",Republican,70.66666666666667,65,78,78,78,78,72,78,78,68,65,65,45,68,25,55,77.0,60.2,85,75.0,85,72.0,41.666666666666664,1,0
c06p1492,Social justice,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$56,000 to $99,999",Independent,57.833333333333336,55,62,68,55,65,62,68,62,55,45,62,35,45,45,65,64.75,43.6,75,67.0,78,65.85714285714286,35.0,10,0
c06p1495,Social justice,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,69.0,68,75,78,68,75,68,78,75,68,65,65,45,68,25,65,75.0,56.2,85,76.0,78,67.28571428571429,38.333333333333336,10,0
c06p1497,Social justice,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,68.41666666666666,68,68,75,68,75,68,78,75,68,65,68,45,68,25,65,75.0,47.6,85,72.66666666666667,78,71.57142857142857,38.333333333333336,10,0
c06p1499,Social justice,Male,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,70.08333333333334,65,78,78,68,78,68,78,75,68,65,65,55,65,45,65,77.25,49.0,78,80.33333333333333,78,75.57142857142857,45.0,10,0
c06p1503,Social justice,Male,60+,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,71.75,68,75,78,78,78,65,78,78,75,68,75,45,72,25,65,78.5,63.6,85,77.0,85,76.14285714285714,43.833333333333336,2,0
c06p1511,Social justice,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,78.25,75,85,82,78,82,78,88,78,78,75,75,65,78,25,55,82.0,70.2,92,84.0,85,75.42857142857143,48.333333333333336,7,0
c06p1512,Social justice,Female,30-44,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,66.74999999999999,65,68,75,65,68,68,78,68,68,65,68,45,68,25,65,70.0,59.6,78,67.0,78,66.28571428571429,35.0,10,0
c06p1518,Social justice,Female,30-44,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Independent,71.5,68,78,75,75,75,68,85,78,78,68,65,45,75,25,65,78.25,51.6,85,75.0,85,76.14285714285714,43.333333333333336,10,0
c06p1519,Social justice,Female,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,66.58333333333333,65,75,75,68,75,68,75,68,65,55,65,45,65,35,55,75.0,59.6,85,66.0,75,68.71428571428571,38.333333333333336,1,0
c06p1520,Social justice,Female,30-44,White / Caucasian,Some college or Associate's degree,"Less than $30,000",Republican,55.333333333333336,45,65,62,62,65,62,68,55,45,45,55,35,45,45,65,65.0,39.0,75,63.666666666666664,75,65.85714285714286,35.0,1,0
c06p1524,Social justice,Female,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,72.83333333333334,68,78,78,78,78,78,75,75,78,65,78,45,75,25,65,76.5,60.2,85,76.0,78,73.0,43.333333333333336,10,0
c06p1526,Social justice,Female,30-44,White / Caucasian,Master's degree / Professional degree,"$168,000 or more",Republican,61.33333333333333,45,75,75,65,68,68,75,65,65,45,65,25,65,35,65,76.75,40.6,92,75.0,75,65.0,38.333333333333336,10,0
c06p1537,Social justice,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Democrat,71.41666666666667,68,78,78,75,78,68,78,78,78,65,68,45,75,25,65,79.0,61.0,85,76.0,78,72.0,40.0,10,0
c06p1545,Social justice,Female,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,72.91666666666667,72,78,78,78,78,72,78,78,78,65,75,45,78,25,55,80.0,65.6,85,77.0,85,74.14285714285714,47.166666666666664,10,0
c06p1547,Social justice,Female,45-59,Black / African American,High school diploma / GED,"Less than $30,000",Democrat,76.0,72,85,85,78,78,78,85,75,78,65,78,55,75,25,65,84.5,61.6,92,81.66666666666667,85,77.42857142857143,43.333333333333336,10,0
c06p1552,Social justice,Male,30-44,Other,Bachelor's degree,"$168,000 or more",Democrat,80.0,75,88,88,85,85,75,92,92,85,75,85,35,85,15,75,89.25,70.0,95,89.66666666666667,92,85.57142857142857,48.333333333333336,10,0
c06p1567,Social justice,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,72.66666666666667,68,78,78,75,78,75,85,75,75,65,75,45,75,25,65,80.0,51.6,85,79.33333333333333,85,75.14285714285714,41.666666666666664,10,0
c06p1568,Social justice,Female,60+,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,71.5,68,78,78,75,78,68,75,75,78,65,75,45,72,25,65,80.0,64.4,85,78.33333333333333,85,72.71428571428571,38.833333333333336,10,0
c06p1579,Social justice,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Republican,42.5,45,45,45,45,45,45,55,35,45,35,35,35,45,65,75,50.0,33.0,65,55.0,65,56.42857142857143,28.333333333333332,10,0
c06p1587,Social justice,Female,60+,Black / African American,Less than high school,"Less than $30,000",Democrat,45.83333333333333,45,45,45,45,45,45,55,55,45,45,45,35,35,55,65,57.5,33.0,65,55.0,65,63.57142857142857,28.333333333333332,1,0
c06p1596,Social justice,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Independent,62.24999999999999,62,68,68,62,68,62,75,68,62,45,62,45,62,35,55,74.25,41.6,78,72.66666666666667,75,66.28571428571429,40.0,1,0
c06p1600,Social justice,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,79.33333333333334,78,85,82,78,82,78,85,85,78,75,78,68,78,25,65,84.0,69.6,92,82.66666666666667,85,76.14285714285714,50.0,10,0
c06p1603,Social justice,Female,30-44,Black / African American,Some college or Associate's degree,"$30,000 to $55,999",Democrat,68.25,68,78,75,65,72,68,75,75,68,65,65,45,68,35,55,77.5,60.2,85,76.0,82,74.14285714285714,41.666666666666664,10,0
c06p1604,Social justice,Female,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,71.91666666666667,68,78,78,78,78,68,78,78,78,68,68,45,72,25,65,77.25,63.0,85,73.66666666666667,78,72.0,38.333333333333336,10,0
c06p1610,Social justice,Female,45-59,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,68.41666666666666,65,68,78,68,78,68,78,72,68,65,68,45,68,25,65,73.25,60.2,78,69.33333333333333,78,67.71428571428571,36.666666666666664,10,0
c06p1618,Social justice,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,61.08333333333333,55,68,75,65,65,65,75,65,65,45,65,25,55,35,35,75.0,37.0,85,78.33333333333333,85,62.142857142857146,36.666666666666664,10,0
c06p1619,Social justice,Male,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,81.25000000000001,75,88,88,85,88,82,88,85,78,75,78,65,78,25,65,85.75,69.6,92,88.33333333333333,88,79.28571428571429,46.666666666666664,6,0
c06p1622,Social justice,Male,60+,Other,Master's degree / Professional degree,"$100,000 to $167,999",Republican,71.66666666666667,68,78,78,78,78,68,78,78,78,65,68,45,75,25,55,79.0,65.6,85,79.33333333333333,78,73.71428571428571,40.0,6,0
c06p1623,Social justice,Male,45-59,Other,Bachelor's degree,"$56,000 to $99,999",Republican,43.083333333333336,35,62,45,45,45,35,65,45,35,35,45,25,45,65,35,57.5,35.0,75,55.0,75,62.857142857142854,28.333333333333332,10,0
c06p1630,Social justice,Male,18-29,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Independent,50.0,45,55,45,45,65,45,65,65,45,45,45,35,55,55,75,65.75,34.0,75,75.0,75,72.14285714285714,33.333333333333336,6,0
c06p1641,Social justice,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,70.41666666666667,68,78,78,75,78,68,75,75,75,65,65,45,75,25,65,80.0,51.6,85,78.33333333333333,85,74.71428571428571,41.666666666666664,10,0
c06p1649,Social justice,Male,60+,Other,Some college or Associate's degree,"$30,000 to $55,999",Independent,58.833333333333336,45,65,68,65,68,62,68,65,65,45,55,35,45,45,65,71.75,45.6,78,72.66666666666667,75,73.28571428571429,38.333333333333336,2,0
c06p1652,Social justice,Male,45-59,Other,Bachelor's degree,"$56,000 to $99,999",Independent,65.41666666666666,65,68,68,65,68,65,78,68,68,62,65,45,55,35,65,75.0,47.6,85,72.66666666666667,78,72.0,38.333333333333336,6,0
c06p1665,Social justice,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Democrat,65.33333333333333,65,68,68,68,68,68,78,68,68,55,65,45,62,35,55,75.75,47.6,78,73.66666666666667,78,70.57142857142857,45.0,1,0
c06p1669,Social justice,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,62.24999999999999,65,75,68,62,68,62,75,68,62,45,62,35,62,35,55,76.0,45.6,85,75.0,85,64.42857142857143,38.333333333333336,10,0
c06p1685,Social justice,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,68.58333333333333,65,75,78,65,75,65,85,75,75,65,65,35,75,25,65,80.75,47.0,85,79.33333333333333,85,75.28571428571429,40.0,10,0
c06p1693,Social justice,Female,30-44,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Democrat,70.75,65,78,78,72,78,72,78,78,72,68,65,45,68,25,55,75.75,60.2,85,72.66666666666667,78,70.57142857142857,43.333333333333336,1,0
c06p1698,Social justice,Male,45-59,Black / African American,Master's degree / Professional degree,"$100,000 to $167,999",Independent,72.33333333333334,68,78,78,78,78,78,75,75,75,65,75,45,75,25,65,77.5,50.2,85,77.0,85,75.14285714285714,43.333333333333336,10,0
c06p1704,Social justice,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,68.5,65,75,78,68,72,68,78,75,68,65,65,45,65,35,55,75.75,50.2,85,72.66666666666667,78,70.57142857142857,45.0,1,0
c06p1711,Social justice,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,76.91666666666667,78,82,82,78,82,78,85,82,78,75,78,45,78,25,55,84.0,69.0,92,82.66666666666667,85,75.57142857142857,46.666666666666664,10,0
c06p1718,Social justice,Male,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,46.666666666666664,45,55,45,45,45,45,65,45,45,45,45,35,45,45,65,62.5,37.0,75,65.0,75,63.0,33.333333333333336,1,0
c06p1732,Social justice,Male,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,63.24999999999999,62,68,68,65,68,68,75,68,65,45,62,45,62,45,55,74.25,43.6,78,72.66666666666667,75,66.71428571428571,43.333333333333336,1,0
c06p1739,Social justice,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,72.25,65,78,78,78,78,78,78,78,75,68,68,45,75,25,55,79.5,61.6,85,79.33333333333333,85,76.0,41.666666666666664,4,0
c06p1741,Social justice,Male,60+,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,77.58333333333334,78,85,88,78,78,78,88,82,78,75,78,45,78,15,55,85.0,68.2,92,82.66666666666667,85,79.71428571428571,50.0,10,0
c06p1746,Social justice,Male,45-59,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,57.833333333333336,45,65,55,55,68,62,75,65,62,45,62,35,45,45,65,65.0,41.0,75,61.666666666666664,75,64.0,35.0,10,0
c06p1751,Social justice,Male,30-44,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,51.166666666666664,45,65,45,45,65,45,65,62,45,45,62,25,45,35,75,62.5,32.0,75,61.666666666666664,65,55.142857142857146,31.666666666666668,1,0
c06p1754,Social justice,Female,60+,White / Caucasian,High school diploma / GED,"Less than $30,000",Democrat,73.33333333333333,68,85,85,75,82,75,85,75,75,65,75,35,75,25,75,81.25,60.4,92,75.0,85,65.0,38.333333333333336,10,0
c06p1769,Social justice,Female,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,66.83333333333334,65,78,78,68,68,75,75,75,65,55,65,35,68,25,75,72.5,57.6,85,71.66666666666667,75,62.142857142857146,35.0,10,0
c06p1771,Social justice,Female,45-59,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,72.75,68,78,78,78,78,68,78,78,78,68,78,45,75,25,65,77.25,61.0,85,72.66666666666667,78,72.0,36.666666666666664,10,0
c06p1776,Social justice,Male,60+,Black / African American,Less than high school,"$30,000 to $55,999",Democrat,72.41666666666667,68,75,78,75,75,75,85,75,78,65,75,45,68,35,65,78.25,62.2,85,79.33333333333333,78,71.57142857142857,40.0,10,0
c06p1780,Social justice,Male,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,71.75,68,78,78,75,78,68,85,75,78,65,68,45,72,35,55,80.0,52.2,88,82.66666666666667,85,75.57142857142857,43.833333333333336,10,0
c06p1785,Social justice,Female,45-59,White / Caucasian,Some college or Associate's degree,"$30,000 to $55,999",Democrat,59.50000000000001,45,68,62,62,65,62,75,65,65,45,65,35,45,35,75,65.75,39.0,75,75.0,75,66.85714285714286,33.333333333333336,1,0
c06p1791,Social justice,Male,30-44,Black / African American,Master's degree / Professional degree,"$56,000 to $99,999",Independent,74.66666666666667,65,78,85,78,82,78,85,82,78,65,75,45,78,25,65,82.5,63.6,88,82.66666666666667,85,80.71428571428571,41.666666666666664,10,0
c06p1793,Social justice,Male,60+,White / Caucasian,Doctorate degree / Ph.D.,"$100,000 to $167,999",Republican,65.41666666666666,55,68,78,65,78,62,78,68,68,65,65,35,68,35,65,77.25,49.6,85,80.33333333333333,85,75.28571428571429,38.333333333333336,10,0
c06p1796,Social justice,Male,60+,White / Caucasian,Bachelor's degree,"$168,000 or more",Republican,66.33333333333333,65,68,75,65,72,65,78,68,65,65,65,45,65,35,60,72.5,49.0,78,75.0,78,71.28571428571429,33.333333333333336,10,0
c06p1805,Social justice,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,67.41666666666667,68,75,75,65,65,68,75,75,68,65,65,45,68,35,55,75.75,50.2,78,72.66666666666667,78,71.14285714285714,40.0,1,0
c06p1812,Social justice,Male,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,78.41666666666667,78,88,88,78,85,78,85,85,78,75,78,45,78,25,55,85.0,70.2,92,83.66666666666667,85,76.42857142857143,53.333333333333336,10,0
c06p1816,Social justice,Female,45-59,White / Caucasian,Some college or Associate's degree,"$56,000 to $99,999",Independent,56.583333333333336,45,65,68,68,68,62,68,55,45,45,55,35,45,45,65,70.0,56.2,78,63.666666666666664,75,68.71428571428571,38.333333333333336,2,0
c06p1819,Social justice,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,72.91666666666667,68,78,78,75,78,75,85,75,78,65,75,45,75,25,65,80.0,51.0,88,81.66666666666667,85,75.57142857142857,42.166666666666664,10,0
c06p1825,Social justice,Male,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,76.66666666666667,75,85,85,75,82,78,85,85,75,75,75,45,75,15,55,82.0,66.6,92,84.0,85,76.71428571428571,45.0,10,0
c06p1836,Social justice,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,77.41666666666667,78,82,85,78,85,78,85,82,78,75,78,45,78,25,65,84.25,68.4,92,80.33333333333333,85,76.0,43.333333333333336,10,0
c06p1839,Social justice,Female,60+,White / Caucasian,High school diploma / GED,"$100,000 to $167,999",Republican,71.83333333333333,68,82,85,75,78,68,85,78,75,65,68,35,75,25,65,82.5,64.4,85,78.33333333333333,85,67.85714285714286,40.0,10,0
c06p1861,Social justice,Male,60+,Other,Bachelor's degree,"$56,000 to $99,999",Independent,67.16666666666667,65,75,75,65,75,68,75,75,68,65,65,35,65,35,65,75.75,39.6,85,78.33333333333333,78,73.28571428571429,40.0,10,0
c06p1863,Social justice,Male,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,74.25,68,78,82,78,78,78,85,78,78,65,78,45,78,25,65,81.75,64.4,92,81.66666666666667,85,75.57142857142857,42.166666666666664,10,0
c06p1873,Social justice,Male,45-59,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,67.08333333333333,65,72,78,68,72,68,78,68,68,55,68,45,68,35,55,74.0,60.2,78,72.66666666666667,75,69.14285714285714,45.0,1,0
c06p1875,Social justice,Male,60+,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,69.08333333333333,65,75,78,72,72,68,78,78,68,65,65,45,65,25,75,74.0,60.2,78,69.33333333333333,75,66.71428571428571,36.666666666666664,1,0
c06p1876,Social justice,Female,45-59,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Democrat,81.0,78,88,88,85,85,78,85,85,82,75,78,65,78,15,65,85.0,70.2,92,82.66666666666667,85,76.42857142857143,53.333333333333336,7,0
c06p1877,Social justice,Female,30-44,White / Caucasian,Bachelor's degree,"$30,000 to $55,999",Democrat,76.58333333333334,75,82,85,78,85,78,85,85,78,68,75,45,75,15,65,84.25,68.4,92,82.66666666666667,85,76.71428571428571,43.333333333333336,6,0
c06p1880,Social justice,Female,45-59,White / Caucasian,High school diploma / GED,"$56,000 to $99,999",Republican,64.33333333333333,62,68,68,62,68,68,78,68,68,55,62,45,62,35,55,75.75,47.6,78,72.66666666666667,78,68.14285714285714,43.333333333333336,1,0
c06p1883,Social justice,Male,45-59,Other,High school diploma / GED,"$56,000 to $99,999",Republican,63.583333333333336,65,72,72,65,65,62,78,68,68,45,68,35,68,45,75,77.25,42.0,78,77.0,78,70.42857142857143,40.0,10,0
c06p1889,Social justice,Male,45-59,White / Caucasian,Bachelor's degree,"Less than $30,000",Republican,43.333333333333336,35,65,45,45,45,35,65,45,35,35,45,25,45,65,35,55.0,30.0,75,61.666666666666664,75,61.42857142857143,28.333333333333332,10,0
c06p1893,Social justice,Male,30-44,Other,Some college or Associate's degree,"$30,000 to $55,999",Democrat,79.08333333333334,78,85,85,78,82,78,85,85,78,75,75,65,78,25,65,85.0,63.0,92,80.33333333333333,85,80.0,48.333333333333336,10,0
c06p1896,Social justice,Male,30-44,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Independent,74.33333333333334,68,78,82,78,78,78,85,82,78,65,75,45,75,25,65,83.25,66.4,92,82.66666666666667,85,76.0,41.666666666666664,10,0
c06p1913,Social justice,Male,45-59,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,64.58333333333333,68,75,68,65,68,68,75,68,65,55,65,35,68,35,65,76.5,52.2,85,76.0,75,72.0,43.333333333333336,10,0
c06p1922,Social justice,Male,60+,White / Caucasian,Master's degree / Professional degree,"$100,000 to $167,999",Republican,79.0,75,88,90,85,85,85,85,85,85,75,75,35,85,15,75,85.0,71.6,92,84.0,92,67.14285714285714,41.666666666666664,10,0
c06p1930,Social justice,Male,45-59,White / Caucasian,Bachelor's degree,"$56,000 to $99,999",Republican,77.08333333333333,75,82,82,78,78,78,85,78,78,78,68,65,78,25,55,82.5,69.6,88,79.33333333333333,85,76.0,48.333333333333336,4,0
c06p1935,Social justice,Male,60+,White / Caucasian,Some college or Associate's degree,"$100,000 to $167,999",Republican,71.16666666666667,68,78,78,68,78,78,78,78,75,65,75,35,78,25,65,80.0,63.6,85,76.0,85,72.14285714285714,41.666666666666664,10,0
c06p1940,Social justice,Male,45-59,Other,Master's degree / Professional degree,"$100,000 to $167,999",Democrat,77.41666666666667,75,85,85,78,82,78,85,85,78,75,78,45,78,25,65,86.25,65.0,92,83.66666666666667,85,79.14285714285714,48.333333333333336,10,0
c06p1948,Social justice,Female,30-44,White / Caucasian,Bachelor's degree,"$100,000 to $167,999",Republican,58.583333333333336,45,68,68,65,68,62,75,65,62,45,45,35,45,45,65,67.5,43.0,85,71.66666666666667,75,56.857142857142854,33.333333333333336,10,0
c06p1950,Social justice,Female,60+,White / Caucasian,High school diploma / GED,"$30,000 to $55,999",Independent,68.75,65,75,75,68,75,68,78,75,68,68,65,45,65,35,55,75.75,50.2,85,72.66666666666667,75,69.14285714285714,43.333333333333336,1,0
